IDMachines,PeopleAtwork,StreetLights,Accidents,DamagedMovers,StRoadLength,RoadCurvature,HPBends,RoadType,RoadWidth,AvgSpeed,AgeOfRoad,RoadSurface
10,20,1034,14,7,7324,71.57,10,0,82,0.14,15,Poor
5,13,678,35,5,3806,86.55,27,1,59,0.65,10,Avg
2,7,468,48,3,1477,204.16,45,2,23,3.67,12,Poor
3,9,568,49,1,1747,183.34,33,2,26,3.83,12,Poor
9,17,877,5,9,6095,45.1,8,0,98,0.18,7,Avg
1,8,405,45,3,1303,186.55,31,2,39,2.96,14,Poor
7,17,884,12,10,8326,50.54,3,0,88,0.14,10,Poor
1,10,591,46,2,1261,219.87,42,2,30,3.25,7,Avg
4,11,771,25,4,4161,82.98,24,1,57,0.62,10,Poor
1,9,516,42,1,1464,235.09,36,2,21,3.46,13,Poor
5,13,707,36,4,3216,140.68,28,1,50,1.37,8,Avg
4,12,629,24,5,4683,134.3,22,1,44,0.9,8,Avg
1,10,524,41,3,1232,208.68,46,2,36,3.0,12,Poor
6,11,629,30,6,2758,114.6,20,1,46,0.69,11,Avg
9,17,964,17,9,5938,75.88,8,0,66,0.11,14,Poor
2,7,464,45,3,1563,181.51,30,2,24,3.85,12,Poor
9,20,1069,5,7,6639,50.66,1,0,63,0.17,10,Avg
9,17,1024,2,7,5982,60.6,10,0,67,0.33,0,Good
10,16,828,15,8,5703,19.81,9,0,92,0.13,14,Poor
3,8,429,43,1,1207,174.07,34,2,38,2.91,10,Avg
9,17,1057,11,10,7528,14.44,6,0,99,0.28,12,Poor
3,9,423,44,1,1928,160.8,35,2,26,3.32,10,Poor
9,20,954,19,10,5931,75.95,7,0,94,0.34,6,Avg
2,8,405,43,1,1438,193.53,43,2,32,3.71,13,Poor
1,9,458,47,3,1499,235.55,30,2,22,2.51,15,Poor
6,11,656,22,5,3444,135.86,15,1,46,0.64,6,Avg
4,13,644,21,6,2670,130.56,27,1,59,1.12,11,Poor
10,20,842,8,8,5771,77.11,2,0,98,0.34,0,Good
6,13,682,27,6,2875,80.9,22,1,42,0.75,9,Avg
10,18,1080,7,9,5899,67.5,4,0,80,0.47,3,Good
10,19,1031,19,8,7444,64.68,11,0,75,0.39,10,Poor
10,20,914,14,8,8774,37.71,3,0,83,0.27,6,Avg
3,10,520,42,3,1620,241.78,32,2,34,3.44,15,Poor
7,18,884,7,10,6373,6.77,11,0,91,0.16,0,Good
3,7,416,44,1,1278,196.76,40,2,28,3.88,10,Avg
5,12,677,24,6,2594,99.23,21,1,45,0.77,9,Avg
4,11,733,26,4,3632,147.02,24,1,51,0.89,13,Poor
7,18,842,4,8,5389,64.75,1,0,84,0.3,7,Avg
5,14,624,25,5,2680,94.9,16,1,57,1.17,12,Poor
6,15,661,36,4,2608,121.34,25,1,59,0.92,7,Avg
8,20,850,5,8,7036,19.14,3,0,63,0.15,10,Avg
8,20,863,2,9,7610,3.52,0,0,87,0.35,0,Good
1,7,460,41,1,1066,235.14,35,2,22,3.05,14,Poor
5,15,624,20,4,3040,100.49,24,1,56,1.03,8,Avg
10,19,860,18,9,7626,78.99,11,0,91,0.26,10,Poor
9,20,1064,4,8,6920,65.9,4,0,96,0.33,4,Good
2,7,505,43,2,1356,151.9,40,2,35,3.45,7,Avg
1,7,559,44,1,1376,232.21,49,2,21,2.6,11,Poor
3,8,464,42,2,1212,166.37,46,2,31,3.57,14,Poor
1,7,506,45,3,1618,214.19,35,2,36,3.93,11,Avg
2,9,463,41,1,1338,211.56,30,2,33,3.05,10,Poor
5,11,780,22,4,2139,129.02,25,1,57,0.63,6,Avg
9,19,1100,1,8,8561,10.44,14,0,83,0.12,10,Avg
5,15,774,26,5,3168,103.17,19,1,47,0.52,8,Avg
1,10,465,44,3,1362,158.36,30,2,21,3.93,15,Poor
8,20,911,18,10,6206,54.32,7,0,93,0.28,8,Avg
3,10,413,48,1,1685,238.46,42,2,27,3.16,12,Poor
4,14,617,25,5,2130,144.67,21,1,51,1.0,11,Avg
5,11,638,32,4,4176,127.04,28,1,45,1.41,10,Avg
5,15,800,28,4,4777,94.3,17,1,43,1.35,7,Avg
7,19,978,1,10,5964,42.86,10,0,74,0.36,12,Poor
1,7,422,50,1,1374,210.13,35,2,22,2.63,10,Avg
5,15,627,39,6,2914,105.6,27,1,58,1.48,13,Poor
4,14,795,38,6,3831,116.2,19,1,47,0.79,7,Avg
2,10,574,47,3,1165,204.28,36,2,24,3.91,8,Avg
3,8,483,47,1,1200,249.24,41,2,35,3.3,13,Poor
7,19,1069,0,7,5119,52.45,8,0,73,0.18,15,Poor
8,17,830,11,7,8389,4.36,10,0,79,0.17,10,Avg
3,9,597,46,2,1174,211.23,47,2,37,3.45,10,Poor
10,17,1036,9,7,5225,45.1,6,0,61,0.37,0,Good
6,12,622,29,6,3433,104.69,17,1,58,1.49,8,Avg
3,8,488,41,2,1224,155.92,42,2,40,2.52,14,Poor
6,12,758,25,5,4860,121.25,24,1,57,1.08,13,Poor
6,12,691,20,4,2142,139.24,26,1,55,0.78,9,Avg
3,7,490,48,2,1499,238.14,43,2,26,2.88,15,Poor
4,13,779,28,4,3834,142.17,20,1,55,0.57,10,Avg
5,11,772,23,6,3447,107.61,24,1,52,1.27,10,Avg
7,16,1010,15,7,8581,16.32,8,0,85,0.19,2,Good
5,12,664,34,4,4639,75.86,16,1,44,0.52,14,Poor
6,13,798,27,6,3195,127.9,25,1,57,0.79,11,Avg
10,17,923,1,10,6224,20.33,1,0,97,0.16,12,Poor
2,10,565,49,1,1717,208.42,50,2,36,3.99,15,Poor
9,17,839,17,9,7512,52.26,5,0,76,0.11,9,Avg
8,19,824,3,9,6819,9.21,13,0,96,0.17,4,Good
8,17,1038,2,8,8216,20.78,5,0,84,0.12,12,Poor
6,14,657,20,5,3662,119.83,29,1,46,1.04,9,Avg
1,8,413,42,1,1399,178.82,37,2,35,2.92,14,Poor
8,19,826,19,7,7864,60.05,14,0,90,0.1,1,Good
6,13,757,37,5,2197,135.62,26,1,59,1.05,9,Avg
1,9,416,47,1,1047,245.54,37,2,39,2.65,14,Poor
8,20,1066,16,7,5662,13.83,7,0,76,0.12,15,Poor
4,12,777,35,4,2460,124.07,23,1,53,1.37,8,Avg
5,15,648,27,5,4705,97.77,18,1,53,1.08,12,Poor
6,15,688,26,6,2149,92.01,20,1,59,0.68,9,Avg
6,11,658,38,6,2082,105.41,26,1,50,0.86,8,Avg
9,16,1068,7,10,8835,31.13,6,0,93,0.36,0,Good
5,13,798,21,6,2023,122.12,17,1,53,0.84,15,Poor
4,12,790,32,5,2012,128.76,25,1,60,0.89,8,Avg
8,20,812,9,10,5452,51.24,8,0,61,0.26,10,Poor
4,13,635,38,6,3637,121.3,23,1,45,0.69,10,Avg
6,15,641,27,5,4716,137.55,26,1,54,0.99,11,Avg
1,8,552,41,3,1889,151.18,35,2,23,3.51,12,Poor
4,15,754,27,4,3824,104.79,28,1,42,0.51,11,Poor
2,7,533,44,3,1565,158.44,35,2,21,3.64,8,Avg
6,13,745,36,6,3969,102.01,16,1,44,0.55,12,Poor
6,12,732,31,4,3626,143.66,20,1,41,0.56,11,Avg
3,10,441,47,1,1607,177.43,31,2,24,3.2,8,Avg
6,11,655,37,5,2276,148.59,17,1,50,1.24,8,Avg
1,7,528,44,1,1680,195.35,43,2,38,3.5,14,Poor
2,10,597,43,2,1787,194.85,39,2,40,2.97,8,Avg
4,13,710,27,6,3032,94.23,22,1,57,1.4,10,Poor
7,19,1027,12,7,8801,34.09,4,0,95,0.45,2,Good
10,20,1027,18,9,7315,58.46,0,0,99,0.12,6,Avg
4,15,694,20,6,4338,148.75,20,1,60,1.23,10,Avg
7,19,858,19,7,6186,76.42,2,0,63,0.36,15,Poor
5,11,656,26,6,2813,137.44,20,1,43,1.01,8,Avg
1,7,535,44,3,1755,224.34,46,2,28,2.58,12,Poor
5,11,777,22,6,4307,126.08,18,1,51,0.51,7,Avg
4,11,664,29,5,4114,141.64,19,1,53,0.62,8,Avg
9,17,1028,8,7,8415,90.08,2,0,94,0.39,1,Good
1,10,435,41,2,1585,188.47,47,2,35,3.72,12,Poor
7,16,924,0,9,8885,35.51,11,0,88,0.42,10,Avg
8,16,943,19,9,7239,12.93,10,0,79,0.41,15,Poor
2,9,504,43,3,1231,195.15,49,2,21,2.73,15,Poor
7,20,868,8,9,5020,22.08,5,0,100,0.13,7,Avg
5,14,617,21,5,4848,76.42,24,1,48,1.23,9,Avg
10,19,953,14,7,5139,33.25,8,0,100,0.21,13,Poor
5,15,752,24,5,2669,100.88,17,1,41,0.88,10,Avg
3,8,448,49,1,1916,179.22,47,2,30,3.36,10,Poor
1,9,469,41,3,1171,151.73,34,2,27,3.0,15,Poor
6,13,651,24,4,2567,93.59,20,1,47,0.59,10,Avg
6,13,671,39,5,3646,131.32,21,1,50,1.29,9,Avg
2,8,431,50,2,1358,156.48,42,2,40,3.18,14,Poor
8,16,1024,7,8,5798,52.19,2,0,61,0.14,11,Avg
10,16,873,17,7,6530,31.49,6,0,72,0.32,13,Poor
3,9,511,45,1,1543,222.34,39,2,32,2.59,15,Poor
6,14,602,22,6,3494,104.72,15,1,55,0.79,7,Avg
6,15,788,23,6,4864,128.95,22,1,52,1.23,7,Avg
2,10,571,41,1,1551,232.78,48,2,34,3.21,11,Poor
10,20,972,19,7,8858,32.67,1,0,93,0.21,8,Avg
10,17,831,12,9,8418,17.9,14,0,85,0.15,15,Poor
5,15,601,29,6,3019,85.76,20,1,44,0.97,9,Avg
4,12,792,37,6,4297,83.51,28,1,50,0.65,8,Avg
1,9,486,42,2,1312,249.83,33,2,40,3.77,15,Poor
1,7,469,43,1,1854,231.64,46,2,37,3.54,15,Poor
3,10,576,47,2,1637,195.93,35,2,40,2.76,8,Avg
3,10,599,42,3,1843,182.25,42,2,34,3.38,15,Poor
6,11,639,24,5,3241,100.98,15,1,49,1.29,10,Avg
4,11,712,22,4,2272,141.26,27,1,49,0.91,11,Avg
1,8,597,47,3,1067,207.3,38,2,27,2.54,12,Poor
3,10,454,48,3,1871,242.91,42,2,22,2.94,13,Poor
9,19,1018,7,10,6335,87.75,2,0,89,0.11,10,Avg
4,12,783,37,6,3798,136.72,20,1,56,0.78,15,Poor
4,11,613,21,6,3453,78.93,26,1,54,1.37,8,Avg
4,15,611,28,5,2607,101.74,21,1,41,0.84,9,Avg
7,20,810,15,9,6296,30.29,5,0,89,0.45,3,Good
10,20,913,19,9,7365,52.41,2,0,85,0.11,10,Poor
3,7,402,49,1,1108,197.77,31,2,30,3.21,8,Avg
7,19,1091,16,10,6301,11.56,12,0,79,0.35,12,Poor
2,9,403,43,1,1256,222.26,43,2,38,2.92,15,Poor
3,8,563,49,3,1135,216.68,34,2,34,3.38,10,Avg
10,19,978,13,8,7216,8.35,10,0,76,0.18,0,Good
1,7,463,43,2,1845,151.22,48,2,27,3.46,13,Poor
5,11,695,25,4,4118,110.16,23,1,60,1.17,8,Avg
3,10,541,48,2,1281,188.21,30,2,34,3.12,12,Poor
8,18,1055,3,9,7249,15.31,13,0,92,0.16,4,Good
4,14,707,30,5,2077,121.52,15,1,49,0.69,8,Avg
3,9,421,43,1,1111,212.71,30,2,21,2.76,15,Poor
2,7,415,45,2,1843,196.81,49,2,22,2.8,14,Poor
5,14,767,33,6,4861,129.05,26,1,45,0.84,8,Avg
2,8,482,45,3,1119,167.84,33,2,25,2.77,13,Poor
3,9,429,40,2,1699,237.75,38,2,26,2.63,12,Poor
9,19,966,7,10,8504,23.43,2,0,91,0.15,10,Avg
7,18,868,19,9,7427,19.81,8,0,91,0.34,7,Good
5,13,617,37,5,3654,148.92,18,1,54,1.03,10,Poor
7,18,942,12,9,6570,51.15,10,0,93,0.23,10,Avg
5,15,621,35,5,2716,86.18,21,1,47,1.32,15,Poor
5,13,625,36,4,2118,144.47,18,1,54,1.24,7,Avg
2,7,474,45,1,1588,246.13,45,2,28,3.88,9,Avg
1,7,565,46,2,1757,175.94,36,2,27,3.7,11,Poor
10,16,1092,16,7,7923,71.17,1,0,90,0.25,15,Poor
5,15,604,34,6,2383,116.04,20,1,43,0.78,10,Avg
7,20,986,2,10,5756,37.08,12,0,75,0.27,12,Poor
10,20,978,11,7,6634,54.95,11,0,75,0.23,0,Good
6,14,676,39,6,2514,116.5,27,1,43,1.0,8,Avg
7,19,1017,16,9,8770,75.83,10,0,69,0.12,0,Good
1,8,504,46,2,1153,196.66,35,2,28,2.82,12,Poor
5,12,709,24,4,3808,129.2,26,1,41,1.01,9,Avg
3,10,505,49,3,1676,247.39,50,2,26,2.86,14,Poor
8,18,955,14,9,7680,75.48,8,0,81,0.39,7,Good
4,13,631,39,5,3243,100.53,17,1,59,1.0,8,Avg
6,14,762,36,6,2194,84.08,22,1,52,0.8,9,Avg
1,8,597,40,3,1611,157.18,30,2,27,3.67,14,Poor
7,19,870,2,8,8897,90.5,8,0,78,0.42,8,Avg
1,9,473,46,3,1449,161.29,31,2,22,3.7,15,Poor
6,13,724,30,4,2649,91.34,21,1,47,0.59,10,Avg
9,18,905,17,8,6453,24.72,8,0,67,0.46,11,Avg
7,17,976,4,10,7747,58.63,7,0,90,0.11,2,Good
5,13,641,26,6,2983,142.71,22,1,55,0.99,14,Poor
2,8,529,47,1,1809,246.99,42,2,30,2.55,6,Avg
10,20,939,8,9,8068,93.87,3,0,97,0.44,10,Poor
4,11,746,23,6,2572,143.68,21,1,54,0.86,10,Avg
5,15,763,25,5,2006,138.75,19,1,50,0.57,10,Avg
7,16,840,3,8,7983,90.84,0,0,64,0.14,3,Good
5,11,683,28,6,2749,122.8,22,1,53,1.47,14,Poor
4,12,648,29,4,4120,84.12,22,1,46,0.76,8,Avg
1,9,456,44,3,1945,215.86,36,2,22,3.88,10,Poor
5,13,779,27,4,2034,131.49,20,1,46,1.01,6,Avg
6,15,749,26,6,2111,143.2,18,1,60,1.2,6,Avg
10,17,1079,17,7,8794,3.95,6,0,67,0.12,0,Good
7,16,1023,3,10,8135,44.26,2,0,69,0.21,11,Poor
5,11,705,39,5,2672,76.76,19,1,41,0.81,9,Avg
2,8,498,48,2,1390,232.5,40,2,23,2.92,15,Poor
2,10,531,40,1,1809,167.06,39,2,31,2.88,10,Poor
2,8,462,40,3,1340,154.23,49,2,23,3.47,7,Avg
8,19,948,14,10,5246,22.63,11,0,89,0.11,4,Good
2,9,463,45,3,1616,231.36,46,2,33,2.73,12,Poor
9,20,988,10,10,7265,18.04,11,0,79,0.13,9,Avg
3,8,458,42,3,1672,168.89,49,2,31,3.64,15,Poor
1,9,407,41,3,1267,161.62,44,2,35,3.6,15,Poor
3,7,448,47,2,1805,205.13,40,2,22,3.91,11,Avg
9,16,962,8,7,6652,65.73,14,0,95,0.12,3,Good
5,12,605,28,6,3158,99.98,29,1,57,1.15,11,Poor
4,14,740,20,5,3703,82.56,16,1,44,1.28,9,Avg
1,8,592,50,3,1550,207.57,50,2,21,2.55,15,Poor
1,9,483,47,3,1330,171.91,40,2,37,2.99,12,Poor
7,17,985,0,8,5328,46.19,2,0,99,0.29,9,Avg
4,11,722,38,5,3772,98.88,22,1,53,0.83,8,Avg
6,11,616,35,4,4288,113.6,16,1,56,0.71,13,Poor
7,19,866,7,8,6859,37.65,11,0,74,0.29,10,Avg
1,9,540,46,3,1532,226.99,47,2,21,3.09,13,Poor
2,7,435,40,2,1972,242.57,35,2,40,2.76,15,Poor
7,16,857,3,10,8862,2.94,9,0,100,0.48,8,Avg
2,7,519,46,3,1698,184.51,45,2,28,2.72,15,Poor
3,7,488,49,1,1371,165.3,38,2,21,3.21,12,Poor
2,8,597,49,2,1774,204.45,40,2,36,3.49,8,Avg
8,19,994,8,8,8509,81.31,11,0,86,0.13,12,Poor
10,17,971,17,9,6756,31.27,2,0,82,0.32,3,Good
1,8,484,44,1,1542,208.32,35,2,31,3.97,8,Avg
6,13,681,26,6,3474,92.34,23,1,51,1.4,8,Avg
3,7,562,46,2,1859,190.14,39,2,40,2.89,14,Poor
5,15,655,25,4,4001,101.73,19,1,53,0.61,9,Avg
9,19,980,4,10,7573,32.42,2,0,97,0.26,15,Poor
4,15,692,22,6,4739,95.55,22,1,41,1.28,8,Avg
7,20,943,13,10,5199,73.45,9,0,98,0.37,8,Avg
9,18,863,9,7,8585,56.99,13,0,85,0.1,4,Good
3,7,518,40,3,1629,214.35,43,2,28,3.0,14,Poor
5,14,784,23,4,2814,85.85,28,1,60,0.98,7,Avg
8,17,1094,0,10,7589,11.65,3,0,100,0.14,13,Poor
7,18,848,7,9,6708,70.8,9,0,80,0.29,3,Good
6,13,728,35,5,2731,95.08,19,1,60,0.79,9,Avg
9,18,914,8,7,8666,45.7,1,0,71,0.12,0,Good
4,15,643,22,6,2622,90.56,21,1,52,0.7,12,Poor
7,17,955,12,8,6526,26.14,6,0,61,0.13,10,Avg
1,9,564,46,2,1139,243.38,42,2,38,2.64,15,Poor
3,7,506,50,1,1414,239.64,45,2,28,2.5,14,Poor
5,15,766,36,6,3577,137.62,16,1,46,0.71,7,Avg
4,12,748,34,6,4541,143.51,15,1,42,0.97,9,Avg
7,20,949,4,7,6716,77.56,0,0,100,0.28,14,Poor
2,10,432,49,3,1976,212.34,36,2,25,3.71,9,Avg
8,20,978,13,9,5225,33.05,12,0,88,0.36,14,Poor
7,16,1030,6,7,6111,40.13,7,0,82,0.17,0,Good
8,16,844,2,8,8733,55.54,5,0,64,0.43,8,Avg
3,8,531,48,2,1817,202.82,43,2,38,2.62,14,Poor
7,17,998,9,8,8987,36.52,4,0,79,0.48,15,Poor
1,7,553,46,2,1666,155.21,38,2,29,2.53,7,Avg
4,15,669,23,4,4684,136.53,27,1,44,0.83,12,Poor
7,18,952,19,7,6842,31.55,3,0,70,0.42,6,Good
5,11,741,25,4,3957,109.34,20,1,55,0.62,11,Avg
2,10,595,49,1,1054,189.54,34,2,36,3.85,10,Poor
9,18,1027,9,8,5799,88.43,0,0,79,0.14,13,Poor
10,16,909,0,9,8708,32.73,7,0,75,0.26,8,Avg
2,8,448,46,3,1686,168.53,42,2,33,2.8,15,Poor
2,9,486,42,3,1857,217.0,41,2,37,3.2,12,Poor
7,19,924,14,9,6023,84.58,0,0,78,0.4,9,Avg
7,16,909,4,9,5568,51.17,4,0,93,0.0,5,Good
2,9,401,43,3,1334,233.8,47,2,29,3.4,14,Poor
2,10,417,40,1,1693,221.4,46,2,25,2.65,9,Avg
9,20,906,13,9,8424,41.05,2,0,82,0.2,12,Poor
7,17,915,6,9,6647,10.09,8,0,89,0.1,3,Good
5,15,731,27,5,4913,93.51,22,1,53,1.35,6,Avg
5,15,666,24,4,4631,101.42,19,1,60,1.26,9,Avg
8,20,892,10,10,6601,71.28,6,0,76,0.29,14,Poor
1,7,507,50,1,1734,197.78,43,2,24,2.63,10,Avg
2,8,445,50,2,1053,190.87,47,2,30,3.43,15,Poor
6,12,618,27,6,4014,107.87,23,1,42,0.6,8,Avg
7,16,881,7,8,7826,5.0,13,0,64,0.29,9,Avg
10,18,886,13,8,7619,29.22,14,0,66,0.11,0,Good
1,10,452,41,1,1544,233.42,33,2,23,2.92,12,Poor
6,15,721,31,5,2467,121.01,29,1,59,1.23,10,Avg
2,8,493,40,3,1491,158.54,32,2,25,3.53,11,Poor
4,15,743,33,6,4682,92.22,28,1,48,1.26,8,Avg
9,18,867,2,7,6417,66.76,12,0,81,0.46,10,Avg
1,8,459,45,2,1173,206.1,31,2,29,3.01,12,Poor
6,11,607,32,6,2890,135.39,26,1,49,0.51,12,Poor
2,10,527,43,2,1754,192.87,34,2,31,3.59,10,Avg
1,8,596,46,1,1497,187.05,39,2,21,3.8,13,Poor
2,8,442,43,1,1847,231.51,36,2,27,2.53,15,Poor
6,13,779,37,4,4600,93.21,22,1,59,0.66,9,Avg
6,12,753,26,4,4896,123.56,16,1,43,0.6,9,Avg
3,8,542,41,1,1758,232.87,48,2,24,2.69,14,Poor
1,9,533,47,1,1178,152.96,32,2,24,3.2,7,Avg
10,17,993,4,9,8139,21.14,7,0,92,0.37,15,Poor
4,15,753,32,4,2422,97.85,19,1,52,0.9,8,Avg
2,7,527,45,3,1226,189.62,30,2,25,3.91,10,Avg
1,9,499,49,3,1416,156.14,30,2,35,3.92,13,Poor
7,17,829,11,8,6133,67.43,9,0,87,0.2,14,Poor
4,11,659,36,5,2070,97.74,29,1,46,1.29,6,Avg
1,9,466,45,1,1950,249.34,31,2,25,2.61,12,Poor
1,9,586,43,2,1629,221.63,43,2,22,2.54,11,Poor
7,20,1007,14,8,6065,18.89,10,0,63,0.25,9,Avg
10,19,1037,13,10,5053,46.55,9,0,74,0.22,7,Good
1,7,421,40,2,1937,222.84,49,2,21,2.98,15,Poor
9,16,997,3,9,5869,47.84,8,0,61,0.38,10,Avg
7,17,1069,17,8,8829,12.89,8,0,87,0.33,11,Poor
3,9,428,47,2,1365,168.71,30,2,25,3.03,15,Poor
4,15,747,28,4,3271,143.4,15,1,56,1.1,11,Avg
3,7,579,42,2,1165,208.58,46,2,39,3.88,10,Poor
7,17,1081,2,10,5270,12.78,5,0,63,0.18,11,Poor
1,7,534,46,2,1064,183.11,47,2,31,2.76,8,Avg
2,8,467,47,1,1346,248.79,48,2,27,3.68,14,Poor
3,10,456,41,3,1894,159.78,32,2,39,3.33,14,Poor
3,7,559,47,3,1598,231.48,50,2,22,2.78,10,Avg
3,7,512,43,1,1517,246.43,45,2,22,3.65,15,Poor
1,10,482,40,1,1188,226.66,33,2,27,3.97,14,Poor
8,17,821,14,9,5267,81.59,3,0,85,0.31,7,Avg
2,9,413,50,3,1485,172.11,30,2,27,3.91,15,Poor
2,7,470,45,2,1504,190.2,49,2,24,3.53,15,Poor
2,10,512,41,3,1788,208.5,33,2,31,3.18,10,Avg
8,18,941,5,7,8945,47.84,3,0,87,0.29,6,Good
3,8,438,41,1,1106,163.96,33,2,21,3.86,15,Poor
1,8,599,41,3,1216,231.19,43,2,37,2.97,9,Avg
5,13,613,25,6,4971,112.63,19,1,60,1.09,14,Poor
2,9,502,49,1,1712,168.0,50,2,24,3.49,12,Poor
8,16,819,3,9,6887,17.62,0,0,76,0.39,8,Avg
2,10,557,40,1,1961,174.35,40,2,31,3.26,15,Poor
9,20,960,18,10,8396,51.77,7,0,87,0.48,14,Poor
3,8,490,49,1,1803,171.23,37,2,27,4.0,10,Avg
8,19,991,16,7,8109,77.8,8,0,83,0.34,15,Poor
4,15,724,32,5,4176,130.05,18,1,58,0.98,8,Avg
3,7,448,49,2,1318,197.03,43,2,31,3.41,8,Avg
8,19,1067,13,8,6359,17.88,13,0,65,0.44,3,Good
2,10,458,44,1,1749,198.81,47,2,25,3.9,15,Poor
5,13,800,39,6,2342,107.6,23,1,60,1.1,10,Avg
4,11,765,32,4,3384,148.32,27,1,51,0.53,15,Poor
2,10,536,43,3,1372,170.67,35,2,27,3.51,14,Poor
4,14,614,34,4,4056,82.01,27,1,42,0.55,10,Avg
3,7,530,47,2,1643,180.29,49,2,37,3.4,14,Poor
3,8,469,46,3,1492,249.52,36,2,38,3.65,14,Poor
4,12,696,31,4,4633,140.12,16,1,56,1.16,6,Avg
2,7,564,41,3,1592,179.38,32,2,39,3.56,15,Poor
3,9,413,44,3,1722,247.08,33,2,29,2.61,12,Poor
4,12,628,33,4,3390,87.93,23,1,50,1.12,6,Avg
6,14,641,27,4,2708,91.41,16,1,58,0.9,10,Avg
6,15,693,32,4,4415,123.68,17,1,49,1.4,12,Poor
7,19,950,8,7,7337,30.16,9,0,87,0.16,7,Avg
10,19,835,12,8,6764,35.4,6,0,72,0.29,13,Poor
5,11,648,31,5,3562,80.5,24,1,50,0.98,9,Avg
7,20,877,3,8,5256,38.99,12,0,77,0.28,9,Avg
5,15,703,21,4,2710,116.99,15,1,55,0.98,10,Avg
6,13,756,23,4,4025,144.81,24,1,50,1.33,12,Poor
6,13,776,21,4,4959,144.86,18,1,55,0.81,10,Avg
4,12,626,36,6,2690,78.53,19,1,56,0.74,13,Poor
6,14,705,21,6,3448,114.14,22,1,57,1.02,9,Avg
2,8,532,48,1,1955,167.63,40,2,34,3.93,9,Avg
1,10,507,46,3,1501,217.71,38,2,33,3.55,10,Poor
8,16,926,14,10,8395,26.08,8,0,63,0.32,15,Poor
5,11,713,22,5,3901,127.93,20,1,56,0.51,11,Avg
9,16,1069,0,10,5986,42.49,10,0,80,0.21,15,Poor
10,20,918,14,8,7562,18.76,11,0,93,0.13,6,Good
1,10,594,46,3,1125,165.5,31,2,40,3.03,8,Avg
10,17,816,5,7,8894,52.06,14,0,89,0.16,0,Good
7,16,872,7,7,7856,16.54,5,0,95,0.15,14,Poor
4,11,601,23,6,4357,94.21,20,1,41,1.24,10,Avg
7,16,841,18,8,6126,73.46,2,0,81,0.4,15,Poor
5,11,797,36,4,4027,116.96,17,1,51,1.47,8,Avg
4,14,604,33,4,4525,79.47,19,1,41,1.39,6,Avg
7,16,1010,19,8,7148,44.66,3,0,81,0.2,4,Good
2,10,559,48,1,1886,173.79,42,2,36,2.64,13,Poor
7,17,1089,10,7,5429,83.69,7,0,76,0.17,10,Avg
6,15,682,24,4,3598,94.1,19,1,44,1.01,12,Poor
9,16,1000,3,7,7914,89.33,0,0,94,0.16,7,Good
2,10,498,45,2,1083,156.05,35,2,22,2.56,8,Avg
5,13,781,20,6,4259,106.07,18,1,43,0.9,8,Avg
7,16,888,3,9,7258,83.72,7,0,69,0.3,12,Poor
7,17,1094,12,7,7940,6.96,8,0,87,0.23,9,Avg
7,19,1083,19,8,8017,69.11,5,0,81,0.23,15,Poor
10,16,1003,3,9,7421,67.05,3,0,70,0.32,4,Good
2,8,458,48,2,1546,155.3,31,2,30,2.65,9,Avg
6,13,678,36,5,4738,99.54,18,1,50,1.33,9,Avg
1,10,523,40,1,1308,174.97,34,2,25,3.66,13,Poor
3,10,462,40,1,1238,187.58,47,2,29,2.7,10,Avg
3,8,516,46,2,1684,177.6,49,2,40,2.72,15,Poor
5,14,793,21,5,2038,108.29,24,1,50,0.8,11,Avg
3,9,424,49,2,1154,236.98,43,2,23,3.56,8,Avg
10,17,810,1,10,6723,50.88,3,0,68,0.11,4,Good
9,20,993,9,9,6670,40.07,2,0,70,0.4,13,Poor
8,20,981,11,10,8635,82.2,6,0,89,0.35,7,Avg
7,17,952,10,10,8043,44.14,2,0,74,0.13,13,Poor
2,9,581,45,3,1783,221.96,37,2,21,3.13,15,Poor
3,8,445,46,1,1880,152.43,38,2,39,3.19,9,Avg
9,18,949,9,9,6279,80.55,14,0,73,0.14,0,Good
9,19,1028,3,8,8324,0.41,8,0,92,0.28,14,Poor
9,16,816,17,7,8865,36.11,14,0,88,0.35,6,Avg
4,12,712,31,4,3640,98.64,26,1,48,0.88,15,Poor
2,9,590,50,1,1809,205.42,31,2,26,3.43,12,Poor
6,13,604,20,4,3866,78.96,15,1,55,1.21,8,Avg
6,15,703,39,5,3045,119.94,20,1,59,1.32,9,Avg
2,9,432,43,1,1013,246.77,46,2,29,3.13,15,Poor
7,17,1028,2,10,6766,4.34,2,0,79,0.46,7,Avg
5,15,631,39,5,4327,105.54,29,1,48,1.21,15,Poor
1,10,434,40,3,1938,158.05,41,2,26,2.54,15,Poor
6,11,649,26,4,2272,89.66,15,1,58,0.98,11,Avg
1,7,407,45,2,1510,190.34,39,2,39,3.09,13,Poor
6,14,733,32,5,3200,148.17,25,1,56,1.02,12,Poor
9,19,1022,3,7,8693,86.5,0,0,95,0.12,7,Avg
4,15,782,20,5,4659,136.56,27,1,43,0.59,10,Poor
10,17,859,18,9,7611,24.06,11,0,80,0.47,4,Good
6,14,774,30,6,2744,96.25,18,1,48,1.27,8,Avg
5,13,635,38,4,3831,82.68,23,1,43,0.82,7,Avg
3,8,431,41,3,1639,231.66,30,2,34,2.59,10,Poor
